;Norway;Sweden;Denmark;Finland;Europe
2021-03-26;106.61629648928549;117.28543691391873;98.23774715562016;108.66609247407958;108.83962349126284
2021-03-29;108.50778349508239;116.40083424901587;99.24240873072749;108.80607917316269;109.29534092956224
2021-03-30;108.38402917996483;117.6380191386539;99.3079301377997;109.10502273148502;110.51499729778419
2021-03-31;108.69667166026184;116.96859297822633;100.45045967362148;107.518724856361;110.31824220861107
2021-04-01;108.69667166026184;117.48871843562308;;108.29911799657665;111.07120338677716
2021-04-02;108.69667166026184;;;;
2021-04-05;108.69667166026184;;;;
2021-04-06;110.1387351006318;118.96310955119108;100.6961649501423;108.52894039662898;111.75970545847595
2021-04-07;109.55774115807986;118.92630444755007;99.70515366817502;108.91750160810267;111.37548414700055
2021-04-08;109.21774246075685;119.50462464128358;101.50903990663198;109.06751850680855;111.96828274184831
2021-04-09;109.13046310167394;120.03813862188889;102.45432270658011;109.50732095548554;111.99671230408936
2021-04-12;108.19774636878786;119.25547009185274;101.28449258447824;108.71188251583573;111.51988380471987
2021-04-13;108.98586595453658;119.86755496762218;102.37651603568186;109.24326504802505;111.66315753918214
2021-04-14;109.00149807855142;118.85157408493977;101.66943085102753;109.10829344875332;111.92465321563682
2021-04-15;109.76226144727416;119.64240374665286;102.71299576158397;109.8337385388616;112.40739281210593
2021-04-16;110.92685468638051;121.6436945923168;103.68830920644021;111.58139179922158;113.52093091334895
2021-04-19;110.11007620660457;120.42208519581382;103.21464403448064;111.80903372109503;113.1527540082868
2021-04-20;108.4556764150329;117.60638808581456;102.24206064825242;110.0973583506863;110.91638893892993
2021-04-21;107.62717384224582;118.8586150612885;103.55180627503975;110.30559401676788;111.92831246622231
2021-04-22;108.91161336546604;119.07885893510566;105.54884416142836;111.61780578480862;113.008917312196
2021-04-23;109.5629518660848;119.533695339087;105.18165127596114;112.32537095385018;112.96782111331292
2021-04-26;110.85520745131245;119.71574725028538;105.28744104779649;113.03140978816656;113.17865024319943
2021-04-27;110.65850322412558;120.70164396129597;106.38765467488413;112.55824602335294;112.92756935687264
2021-04-28;111.43099068585944;119.44328280188188;106.1323941931653;111.79900352147229;113.01539137092416
2021-04-29;111.36585683579757;119.10115536020996;105.28675853313949;111.88426021826588;112.50506665465683
2021-04-30;110.02279684752166;118.25762505734129;;111.63503156242164;111.8813051702396
2021-05-03;110.67934605614538;119.03474615146634;105.94606769180368;112.06371357238643;112.5993627274365
2021-05-04;109.5798866671009;117.0606057373289;104.05345454793641;110.59189080165281;110.4755899837867
2021-05-05;110.33153129681496;120.30969627788387;105.77612154221012;112.68907471408481;112.6708588542605
2021-05-06;109.10571223865043;119.83608393697257;104.54077001303602;112.36789027833804;112.57656278148082
2021-05-07;110.94248681039537;120.55703724249761;106.32827589972494;113.82444970181962;113.55639749594668
2021-05-10;110.62854165309712;120.81728666375072;106.1030460629142;113.4352343468923;113.24958340839488
2021-05-11;108.18732495277796;117.01654629441948;103.78249622910651;111.29313258397568;111.07401819491984
2021-05-12;107.5776721161988;117.65871534186074;104.06300975313444;111.27830533235941;111.11258106647452
2021-05-13;107.5776721161988;;;;111.2538844352369
2021-05-14;108.03360906663193;119.90345327885467;;112.42567295007797;113.08322824716268
2021-05-17;108.03360906663193;118.97100397921844;105.90716435635454;112.52837347230249;112.78485858403891
2021-05-18;108.96893115352049;119.99957327416067;106.03138202392896;113.67530499438527;112.74263646189875
2021-05-19;106.981046049632;117.43025699563674;105.47103749053011;112.0678564809263;110.81167807602235
2021-05-20;108.82172865238064;119.4980103907742;107.3766184128804;112.34913816599982;112.5897923797514
2021-05-21;110.77183612323324;119.52798788098616;108.54235344704027;113.13498250166262;113.31798324626195
2021-05-24;110.77183612323324;119.75201894662727;;112.86918221165904;113.59383444424428
2021-05-25;110.48654985996222;119.65237846314687;108.49457742105011;112.86874611602325;113.6067825617006
2021-05-26;110.46570702794243;118.79337934860301;108.38469256127274;112.46753813111216;113.48377544586562
2021-05-27;111.26033999869733;119.72124134546658;107.1309131363596;112.88466360672898;113.69601197982345
2021-05-28;112.70370611606853;120.3076159894172;108.3403291085676;113.76165193026831;114.5784543325527
2021-05-31;112.12792288152153;119.58287549206823;107.65986199553635;112.46710203547639;113.70304900018016
2021-06-01;113.71458346902885;120.79141640974215;108.26252243766935;113.82619408436271;114.61195054945055
2021-06-02;113.91780108122191;121.01950137085676;107.1609437812677;115.15759406037745;115.08343091334895
2021-06-03;113.91259037321696;121.26214835123804;107.47899561143075;115.66368304569193;114.82277967933706
2021-06-04;114.7814759330424;121.15952078688245;108.23112676344724;115.91661851444023;115.1082012250045
2021-06-07;114.51833517879243;120.96125329379007;108.85972276254633;115.93013747914918;115.34098585840388
2021-06-08;114.24737836253502;121.34359964581755;108.83583474955124;116.13880924086654;115.29482300486399
2021-06-09;114.23956230052758;121.20550049606878;109.72242128899718;116.12376394143237;115.3184673932625
2021-06-10;114.07803035237413;120.97261486926188;110.03569551656122;115.60699061304145;115.2965118897496
2021-06-11;114.2643131635511;121.54224052401933;110.13056505388452;116.53914503450608;116.15868762385156
2021-06-14;115.1800950954211;121.8644718734331;110.96732802336929;117.21661960467931;116.32673166996938
2021-06-15;114.31120953559565;121.62075807845353;111.49832442651706;116.74781679622342;116.63213835344985
2021-06-16;114.21741679150655;121.9586716024622;112.37057815816594;116.87624696095855;116.86407854440641
2021-06-17;113.37979547971081;121.233451038544;111.42529535821781;115.99380744197204;117.04366330390923
2021-06-18;111.89865172930372;119.9109743217726;110.90453667492508;115.00147182277074;114.93903125562962
2021-06-21;112.77795870513907;120.86305301001738;111.42461284356081;115.55814790183489;115.75419969374887
2021-06-22;113.49833908682342;120.97698880911486;111.46829378160895;116.1780578480861;116.058198973158
2021-06-23;114.17963915847066;119.60277158432636;110.64654613457823;115.24830195261822;114.72989101062872
2021-06-24;113.96209209926398;121.13359719214398;111.71809414607178;116.44734690317587;116.03849531615926
2021-06-25;114.74890900801147;;111.66144542954059;;115.98867321203387
2021-06-28;113.78753338109816;120.35476919466166;112.43814710920917;116.71074866718273;115.1231197081607
2021-06-29;113.73803165505113;121.60379572634072;113.18618317328364;117.10606936101088;115.61852594127184
2021-06-30;112.93949065329252;120.71705943224126;112.91181228116874;116.25808139725042;114.40224734282111
2021-07-01;113.89695824920211;121.290899004662;114.44678774476681;116.944495927957;114.8129278508377
2021-07-02;114.35550055363773;122.0931435825768;114.21678030535705;117.49746519411708;114.96549045217078
2021-07-05;114.84791246010552;122.63385856172054;114.25500112614918;118.49634224785497;115.0516235813367
2021-07-06;114.73327688399662;122.08071519250669;115.28218568493757;117.80513066515488;114.07488515582779
2021-07-07;114.04285807334072;124.07453833598257;116.7707501518595;118.6986906228536;114.80279454152405
2021-07-08;112.05236761544975;122.14728442344004;115.68555184722591;117.38211789845514;112.35757070798054
2021-07-09;113.31205627564646;123.72558328088161;115.47601984752622;118.6923672361349;114.50892857142857
2021-07-12;114.22914088451769;124.69622454313665;116.80351085539561;119.65308592174264;115.22079355071159
2021-07-13;114.16791506545952;125.30740262649755;116.85401694001378;120.53836006236169;115.25400828679517
2021-07-14;114.81664821207582;125.6888955268464;116.69908611287427;120.9971326711948;115.39305980904342
2021-07-15;113.93343320523677;125.05675453662907;115.63914085054977;120.26361981182474;114.17959601873537
2021-07-16;112.74539178010812;124.75351248706488;115.81727717602735;120.1563402854246;113.59918257971538
2021-07-19;109.8091578193187;122.01505275398189;114.96549888408853;117.70526476456288;110.58058232750857
2021-07-20;111.2798801537159;122.87250498735824;114.70750834374168;119.39382706627565;111.36338047198703
2021-07-21;112.64508565101283;124.51715971281352;116.58032856255588;120.94327486017684;113.34331651954604
2021-07-22;112.72585162508956;125.47585265156769;117.59318031354722;121.75179616889984;114.25446991533057
2021-07-23;112.69067934605614;127.20094519773407;117.86823372031914;123.44123066188416;115.66328139074042
2021-07-26;113.34201784667492;127.3594205063102;117.07651671819652;123.835243068805;115.48003738065213
2021-07-27;112.84309255520094;126.7360807365288;116.51207709685565;122.6625819042116;114.4171658259773
2021-07-28;112.69198202305739;127.0517511761631;118.13782700983504;122.33529212956402;115.49242253647992
2021-07-29;113.3967302807269;127.17459487715631;117.57611744712217;123.30952977988073;115.87917717528376
2021-07-30;113.00722985735688;126.41182243937826;118.41629298989196;122.67937158618886;115.10594937849037
2021-08-02;113.7679932260796;127.03932278609301;118.81215149095327;123.10783554833576;115.87495496306973
2021-08-03;113.61688269393605;126.95856492100238;119.09061747101019;123.5114420592436;115.91239191136732
2021-08-04;114.16791506545952;127.64986078069494;121.75856726523202;124.14639730492898;116.67098270581876
2021-08-05;114.14576955643848;127.68053170039578;123.80474620692479;124.06005036904594;117.12641866330391
2021-08-06;114.15749364944962;126.97558061384512;122.03020809871892;124.2525865922397;117.50529183930824
2021-08-09;114.22002214550902;127.20473238955802;123.3563340772743;123.95059036446693;117.57875833183209
2021-08-10;115.03028724027878;127.68362546273082;123.1741026638547;124.28812838655519;117.87909836065575
2021-08-11;115.086302351332;128.0970694602985;123.06285277476333;124.56701154563197;118.40011934786526
2021-08-12;115.55005536377256;128.31256600915327;123.15840482674365;124.55436477219455;118.96308097640065
2021-08-13;115.60607047482577;128.39343055570373;124.07092692315567;124.72531426141754;119.05794001080886
2021-08-16;114.46492542174168;126.60678280721592;124.02656347045053;123.78334768814803;118.2906233111151
2021-08-17;114.73979026900281;127.13512273701953;125.50898530545943;123.60433042966324;118.12060889929741
2021-08-18;115.01726047026641;126.4908200603817;126.44880798815154;123.87776239329285;117.92413529093858
2021-08-19;113.18309125252394;124.29968955695189;125.76697584580629;121.66741166337779;116.10267294181229
2021-08-20;113.33029375366378;125.91063294110116;126.77846256748363;122.24196766350862;116.74416771752838
2021-08-23;114.87657135413275;126.50042139176634;126.95728140761823;123.33002627476206;117.55821023239056
2021-08-24;115.12929069237283;126.26028142569103;125.41548079745012;123.56987887443718;117.60493604755901
2021-08-25;115.75066762196313;126.74626881594247;124.5630199908543;124.06528351667522;117.69050621509638
2021-08-26;115.86269784406957;126.50831581979368;124.79439245957806;123.98765849350764;117.37384029904523
2021-08-27;116.33166156451509;126.58491310795097;124.01154814799648;124.45646130196353;117.96804629796432
2021-08-30;116.05288868625024;126.56720398561934;124.45313513107693;124.58663584924174;118.18816429472167
2021-08-31;114.6772617729434;125.41723118939159;122.82806773275456;123.63180445471693;118.12089038011169
2021-09-01;115.40155018563148;126.34653338596284;123.57269122354401;124.04587726088332;118.98954017294183
2021-09-02;117.21748192535661;127.3990526686367;124.8640089545923;125.39275863196801;119.12549540623313
2021-09-03;116.54530059271804;126.40328792259194;124.19787464935808;125.37487871090131;118.2776751936588
2021-09-06;117.94177033804469;127.71173602739579;125.16499791833029;126.1498206556698;119.5204129886507
2021-09-07;117.13150524327493;126.84126865592029;124.8667390132203;126.182091732717;118.92592550891732
2021-09-08;116.64430404481209;125.19938764842057;123.35087396001829;124.43182189854237;117.57875833183209
2021-09-09;115.9577932651599;125.53175373651811;122.99596633837712;123.94077821266205;117.57763240857501
2021-09-10;115.71028463492478;125.333326221236;122.05750868499901;123.34463547856046;117.38735137813009
2021-09-13;115.50185631472677;124.56868685791096;122.61034555717083;123.07687275819588;117.92723157989552
2021-09-14;115.26997980850649;124.91182777345124;122.99596633837712;122.36385639370715;117.98746847414881
2021-09-15;115.72331140493715;124.00364850592615;122.18650395517243;121.52371815139061;116.7002567105026
2021-09-16;115.61258385983196;125.03216446013846;123.32152582976718;121.40902499918234;117.37384029904523
2021-09-17;114.91434898716864;123.93995967440819;122.56734713377969;119.7021466807671;116.27522068095838
2021-09-20;112.1266202045203;121.21488846453374;120.79553908420182;117.3923661458958;113.82042649972978
2021-09-21;112.6125187259819;121.34386634946713;123.21437102861783;117.84808608527851;115.33704512700415
2021-09-22;114.70722334397186;122.63812582011373;123.12018400595151;119.94526999771051;116.81988605656638
2021-09-23;116.38376864456458;124.71083990313323;124.70088795156876;121.11291606249252;118.07894973878581
2021-09-24;116.20009118739009;123.39167031161655;122.8717486708027;119.17665143966073;117.05407809403711
2021-09-27;116.76024229792223;122.89768181187792;120.87198072578607;118.72834512608615;117.25027022158169
2021-09-28;116.00208428320198;120.23128540490947;117.44916972091976;115.58453168779914;114.24799585660242
2021-09-29;116.19878851038885;120.31263001802917;118.21153859279127;116.27051012286995;114.85036479913529
2021-09-30;117.19142838533186;120.50604350469933;117.90918459973928;116.63421388310458;113.94568546207891
2021-10-01;117.39725135152739;120.23955321804625;116.39468457585126;116.48615941475967;113.58595298144479
2021-10-04;117.77893571288999;119.12574543670056;115.03306783513176;115.59129117015362;112.4912740947577
2021-10-05;118.2478994333355;120.27454473687018;116.17696240026754;116.5999803756964;114.43405467483336
2021-10-06;116.32645085651014;118.47317494692597;115.99950858944695;115.13622537422458;112.94839893712845
2021-10-07;116.94131440109425;120.42923285362237;117.59727540148924;116.71205695409004;115.36040803458836
2021-10-08;117.45587181658308;119.4951299913588;116.32506808083703;117.01492537313433;114.65529859484778
2021-10-11;117.95870513906077;119.13748039728175;115.81113454411432;116.66910153396641;114.63362457214916
2021-10-12;118.27265029635902;120.07046310421711;116.31210030235398;116.64075531764117;114.14300351288057
2021-10-13;118.96437178401615;121.45433500112014;119.22097777049761;117.25346968590213;114.93649792830121
2021-10-14;120.5236761544975;122.51144158656668;118.56576369977545;118.61190759133478;116.78807872455415
2021-10-15;120.26314075424999;123.48250957466102;120.29662086993318;119.23552435049007;117.7408912808503
2021-10-18;120.79593564775614;123.30776534346094;120.72592258918759;118.71242763538045;116.85394523509277
2021-10-19;121.12681560607048;124.10574266298259;122.06023874362701;119.3414955899829;117.28827013150784
2021-10-20;122.01524132091448;124.08392630444757;122.65812158316099;119.88596099124538;117.43858088632679
2021-10-21;121.79118087670163;124.02525150154153;123.15499225345863;118.80073700162447;116.97582642767068
2021-10-22;122.15332508304566;125.28884005248727;124.55141724168526;120.13344526454652;117.90696496126826
2021-10-25;121.87715755878331;124.29083499578608;124.86264392527829;119.74510210089073;117.89289092055488
2021-10-26;121.86543346577217;125.04133906568376;125.2571373970256;120.18010749757423;118.89665150423347
2021-10-27;121.53846153846155;123.91947683412101;124.67972999720169;119.76908736085825;118.80967393262476
2021-10-28;120.59141535856185;123.38975004533962;125.76834087512029;118.68909651886659;119.1753175103585
2021-10-29;119.9062072559109;122.19582448766228;125.96968269893596;117.49637495502765;119.64510898937131
2021-11-01;121.60750341952713;122.80412217160779;126.39966693284738;117.67931707423439;120.48701810484597
2021-11-02;121.06949781801603;122.82593853014284;127.2241446385061;117.95645585076808;120.9303503873176
2021-11-03;121.77164072168306;123.62620950105081;127.24257253424517;119.61078464507267;121.30725319762203
2021-11-04;122.64834234351594;124.28742118907154;128.59122149648164;119.91190868157388;121.97520716987931
2021-11-05;123.29837816713346;124.01175629687317;126.00312591712907;120.12254287365221;122.81120518825438
2021-11-08;123.92887383573243;124.38231434758951;128.0643201812759;120.23309311732064;122.51536885245902
2021-11-09;123.10688464795155;124.13017271728346;128.20696574458935;119.39840607045126;122.29299900918754
2021-11-10;123.51071451833518;124.35985790029551;127.2261921824771;119.27804367497794;122.4109394703657
2021-11-11;123.71653748453072;125.16199579675049;128.79734092289632;120.32685367901182;122.66933885786345
2021-11-12;123.67354914348988;126.17482957636791;129.47917306524158;120.35214722588664;123.01640470185552
2021-11-15;123.5875724614082;126.65617632311682;129.38430352791826;120.35890670824112;123.46283327328408
2021-11-16;123.68266788249854;127.25103214312387;129.42184183405337;120.7346030984595;123.89349891911368
2021-11-17;123.47163420829806;127.16958084854434;129.68938757959828;121.25290276157563;123.87435822374349
2021-11-18;121.87324952777959;126.57947235349968;129.32697229673008;119.97492450094306;123.39274455053145
2021-11-19;122.18328665407412;126.62678558093388;128.97957233631593;119.81683983297538;122.6262722932805
2021-11-22;122.47638897935258;126.34114597224149;127.86297835746022;120.17770897157747;122.12579940551251
2021-11-23;121.86803881977464;124.51406595047847;124.03065855839253;118.4699584618907;120.58131417762566
2021-11-24;121.2596886601967;124.63082880826141;123.58702403134107;118.35221264023201;120.36823320122501
2021-11-25;121.62834625154693;124.58207538111951;124.474293085444;119.57393456384986;120.84646910466583
2021-11-26;117.78414642089494;119.59946445907167;123.30241541937113;115.38654426915824;115.11383084128987
2021-11-29;119.17280010421416;121.2048070665799;122.93931762184592;116.93446572833423;115.67482210412538
2021-11-30;118.57096332964242;119.57188730170583;121.755154691947;115.58867459633899;114.36734372185192
2021-12-01;119.29264638832802;122.18889019277341;122.89563668379778;118.38862662581906;117.63505449468563
2021-12-02;118.07855142317463;120.7207932833353;120.17103817304476;117.33065861343394;115.63288146279952
2021-12-03;117.72552595583926;119.52766783660668;119.69396042780018;116.05398863970869;114.84839443343542
2021-12-06;117.19794177033805;121.91189178232715;120.28092303282213;;116.45170915150422
2021-12-07;120.15371588614603;124.54233653733316;124.1378133595419;120.3560720866086;120.36682579715367
2021-12-08;120.12375431511757;124.10008854561167;125.54311103830955;120.02987255105046;119.15336200684561
2021-12-09;119.23011789226861;123.95814886330903;126.44403038555252;119.4476848772936;118.45557106827599
2021-12-10;118.96306910701492;123.52288850720635;125.52741320119848;118.88490345932864;118.19829760403532
2021-12-13;117.93786230704097;123.23570201734641;126.2590689135049;118.40977726415404;117.74455053143578
2021-12-14;116.34989904253241;121.95653797326563;123.27511483309104;117.1764988061882;116.66000495406233
2021-12-15;115.79365596300397;122.33461706689995;125.13155470013717;117.85768018926551;117.08701134930644
2021-12-16;118.21012180029962;123.27181369149854;127.07672147259362;119.25253208028522;118.27457890470185
2021-12-17;117.35296033348531;122.99940258382496;125.88914596940968;118.52817722926639;117.13401864528916
2021-12-20;116.6338826288022;121.92181315809125;119.638676740583;116.84266759700404;115.60782967032968
2021-12-21;118.98391193903473;123.72494319212264;121.8124859231352;118.34610730133119;117.51795847595028
2021-12-22;119.20276167524263;124.54020290813658;124.60533589958844;119.32863076872759;118.70214826157451
2021-12-23;120.24360059923143;127.25108548385376;124.5623374761973;120.6783467614448;120.07577463520086
2021-12-24;120.24360059923143;;;;119.77036795172042
2021-12-27;120.82719989578584;128.37054738257038;126.25975142816192;121.77469118977793;120.69841019636101
2021-12-28;121.2974662932326;129.10984989918603;126.57507319969696;122.2343359898826;121.37255674653215
2021-12-29;120.7803035237413;129.02610495322017;126.32936792317615;121.69837445351767;120.6097437398667
2021-12-30;121.05256301699994;129.07037775904925;127.2200495505641;121.49558998288326;121.2076089893713
2021-12-31;121.05256301699994;;;;120.99199468564223
2022-01-03;122.24972318113724;130.37482530910953;126.27954435321497;122.01476183727092;121.93242208611062
2022-01-04;122.46727024034391;131.01400727567557;124.35690056443961;123.355101773819;122.94012340118898
2022-01-05;123.1472676349899;130.30132178328728;123.81566644143682;124.18128495579082;123.63059583858762
2022-01-06;121.46811698039471;;120.08231126763447;;121.73510403530898
2022-01-07;121.67654530059272;128.06853216979422;119.03669881310701;122.31566782595424;121.20085344982887
2022-01-10;119.687357519703;125.49649551404462;116.63015213251704;120.4783969124429;119.33435417041977
2022-01-11;120.33348531231681;126.9076778646639;117.35771275688145;121.27165487391386;120.51713655197263
2022-01-12;122.16895720706052;127.97379903346598;118.44291106151503;121.96526498261069;121.49809718969557
2022-01-13;122.09470461798998;127.90893670588989;117.78837950544987;121.91184326722852;121.48430462979643
2022-01-14;122.4216765453006;125.79296329090967;114.48500856555894;120.43893025740546;120.2539519906323
2022-01-17;122.26796065915457;126.05054567566702;115.40640335251199;120.89683067496703;121.0969870293641
2022-01-18;121.92275125382662;123.89963408259277;114.03591392125145;120.08329426643265;119.84946406052964
2022-01-19;120.93792744089103;124.44168257998443;115.11019199137301;119.80005015099812;120.14389299225365
2022-01-20;120.96919168892073;125.59122865037284;115.87119583393053;120.47425400390307;121.02577238335434
2022-01-21;118.6360971797043;123.43375614751912;113.28583031320598;116.79753169870153;119.05399927940914
2022-01-24;114.35810590764021;118.62903655973626;109.37706887255403;111.78483041330965;114.12245541343903
2022-01-25;115.42630104865499;119.46851296713146;109.77565743224335;113.0630267217601;114.79519455953883
2022-01-26;118.78069432684167;121.94277606494767;111.07926042711766;115.00343425313172;117.22549990992616
2022-01-27;118.7859050348466;121.09012449726362;113.03398240477213;114.5108642325262;117.79887632858944
2022-01-28;117.56269133068456;120.91383338489605;111.4519134298409;113.98166217851576;116.44607953521889
2022-01-31;117.94958640005211;122.15875268037169;114.3833138816656;115.6045920870447;117.50698072419387
2022-02-01;119.38122842441217;123.38788311979262;115.27740808233857;117.27047741569727;118.91016258331832
2022-02-02;120.1940988731844;123.98929984957913;118.51252755652926;117.21531131777199;118.84260718789407
2022-02-03;119.10506090014981;121.49252696373897;115.20096644075431;115.32222016288173;116.56176814988292
2022-02-04;119.75770207776982;120.24611412782573;111.41164506507776;113.75881730863578;115.02938659700955
2022-02-07;120.81287044877223;121.54458751613556;112.9623183657869;115.54528308057958;115.98585840389121
2022-02-08;119.3682016543998;121.31804943618849;110.79328678583371;115.29976123763943;116.23046523148983
2022-02-09;120.75815801472025;123.38462933526783;115.42824382153606;116.42139921284739;118.33706764546929
2022-02-10;120.99133719794177;123.44431761204221;114.84947139239814;115.5029818039096;118.13946811385337
2022-02-11;121.85370937276103;122.35147273755292;112.31324692697775;114.90531273508282;116.96175238695729
2022-02-14;120.1354784081287;119.5347088129554;109.8514165591706;112.22637724452973;114.40646955503513
2022-02-15;119.40076857943073;121.72685279025357;113.34589160302217;113.58677758032337;116.63748648892091
2022-02-16;120.42467270240344;120.73167479223787;113.42096821529242;114.02876050717923;116.45480544046119
2022-02-17;119.71601641373022;118.90432806682526;112.5985380536047;112.33583724910875;115.77840704377589
2022-02-18;119.14544388718818;117.22782892561102;110.44179173747756;111.53996271382316;114.68316519546028
2022-02-21;118.46153846153847;115.17863810448384;108.73618760962891;110.20834468999053;112.19008962349126
2022-02-22;118.19448967628477;115.10481453428208;108.99213060600476;108.89678706540346;112.18333408394884
2022-02-23;119.17931348922035;114.25739035812965;108.19904857456814;108.36256991158162;111.843868221942
2022-02-24;117.72422327883801;110.84539722841568;108.35534443102165;104.20723264611931;107.78716672671591
2022-02-25;118.92919950498275;114.23045328952281;112.46340015151824;107.96550483521037;111.76730544046119
