;Norway;Sweden;Denmark;Finland;Europe
-289;0.018404806879898462;-0.06943093762959526;;;0.016953761825289074
-288;-0.035565989154427435;-0.6348953666784596;0.22924954818650617;-0.2159285623794205;0.058277056600720856
-287;-0.03539439865425745;-0.13950806734930735;-0.1014813041769985;-0.7071092041359027;0.04751297336761103
-286;0.2731423108815016;-0.12560177919610777;0.3750772664696559;0.44511353308636253;-0.2622195450216969
-285;-0.5426575259403096;-0.06006947398863631;0.2742740760642216;-0.09555437352118731;-0.1494082972230319
-284;0.3563937042902942;0.23266229644300288;-0.24767824262389793;-0.23952947785759385;0.2940934847946565
-283;-0.6416558313218376;-0.09852926958427943;0.8262396712343442;0.11439008908610948;-0.11825194078247697
-282;-0.6368761140676917;-0.04029373175792457;-0.46489106584830625;0.1408396720005873;-0.06373350995197394
-281;-0.32594639142670856;-0.09022785228985923;0.0031287914651935813;-0.15434452196768658;-0.026665400649946644
-280;0.37174222635996557;0.20894248062393164;-0.42512475307390485;0.6847941054008926;0.2131568389091255
-279;0.09563958765430886;0.02864099526788164;0.5940413506468897;0.6104127658244382;-0.19629298348224794
-278;-0.016268458708040463;0.058349701863751616;-0.11367498931646056;0.08232577489751289;-0.009242727089416775
-277;0.07108073927454713;-0.12900920168770477;0.1592621365310413;-0.22251231402286642;-0.1990429844104028
-276;-0.9533298454445716;0.03318456704638749;-0.7668120142873922;0.11410883525999972;-0.3061661831446334
-275;-1.196259677872944;0.012087441071980898;-0.057710075168550624;-0.3691877102163893;-0.17936196180925262
-274;0.48011591511480445;-0.04582052684620579;-0.28831431633001653;-0.10654869224703135;-0.04762052140198181
-273;-0.7384654922262143;0.12817283627310166;-0.5683674762021214;-1.0444963786933783;0.04233717023205986
-272;-0.15945341657215048;-0.21623068882646027;0.3754867137012402;0.8510951303427372;-0.04092519179369976
-271;0.8395247128130128;0.14576934282582213;0.4903470788435853;0.5961820169186361;0.1277041245588742
-270;0.4479694833004994;-0.1649155824808896;-0.24507761230885308;0.8083998018740375;-0.2608395174774671
-269;0.5344011154042828;0.1076801527258834;0.3713070002393023;0.27706302291313717;0.2056486207827776
-268;0.15884053694810327;-0.12785922814946718;0.14845006535648508;-0.41458965660575225;0.052916865254422206
-267;0.1935470889609391;0.09368398683729602;-0.4495815183453448;0.940945595858896;0.21150073925007726
-266;1.2159918079996486;0.21775145304625704;0.42326823918711537;0.6666233314921043;0.09925723804047452
-265;0.8639834554643013;-0.22406160565073147;0.7955616476011415;-0.08138109302243089;0.07109214499090921
-264;0.2865440160958198;0.16100125990124273;0.22804300927716717;0.05753069525605461;-0.06308476766236107
-263;0.8346978609666325;0.16138251017145364;0.3585641264172904;-0.27383189672464775;-0.005280436108478854
-262;0.4220991310707283;0.07735292424956948;-0.29936321720029124;-0.027665324056580145;-0.1503090447457272
-261;0.18755291050695386;0.22564427253390495;-0.3904479186057414;-0.12979179523974518;-0.059965243610300804
-260;0.5216217738463231;-0.10268330015853909;-0.05418537941291581;0.01994277606238488;0.13925465481522867
-259;0.24863138209093702;0.24681098474331284;0.14705042839756954;-0.07617150634730152;0.10105291100314656
-258;-0.06976844143947303;-0.2445513887707943;-0.16125522547581078;-0.19853375565297404;-0.0014563759498907403
-257;-2.9415083150043757;0.21881568834875306;-0.533034423173983;0.13344430224297907;0.05248012585109694
-256;0.2216193168684646;0.08124528568705117;-0.20863274661288506;0.36985421424815096;0.06648240966468626
-255;-0.8356659931168916;-0.30737436863454315;0.7860972834196256;0.19322382960400666;0.11833987871642185
-254;-1.9920753556637107;-0.2959292390358805;-0.05229578650123055;-0.5663329158821958;0.017898891700072025
-253;0.16470759017465772;-0.09945991367656301;0.4069274760185091;0.05314337522525386;0.13098363699336485
-252;-0.40909680505394774;-0.0509632729602696;0.08786113071002684;-0.06694870163468983;0.26864131361754423
-251;0.26734163732062133;0.14622129262969463;0.19868565931669796;-0.050050709441576614;-0.04167062471198417
-250;-0.037636508229533176;-0.09877804116143794;-0.162167952160773;0.5304459216161191;-0.10372758632298332
-249;-0.18882371993727134;0.027768464233293468;-0.09266474183370395;-0.10739167325421067;0.020425531473084867
-248;-0.20830980798414384;-0.3243008846321666;0.3172256369237133;-0.07533408322465786;0.4187204281886657
-247;-0.8018944897519045;-0.16904081186531078;-0.3789645134795395;-0.31374928551968145;0.22244883625301978
-246;-0.37306281512774886;-0.042021379550416044;-0.5539609642863788;0.04295377010749464;0.055302476524706885
-245;-0.8726837331576347;0.13339295287445516;0.46439273581852164;-0.19125497120243157;0.1305462208825775
-244;0.8192727563371273;-0.0819912260303406;-0.6701583554865449;-0.189141352818222;-0.025334758204061537
-243;-0.11623828781055702;-0.051579182342781735;0.7821124522400968;0.1866608844078824;-0.09080562958980502
-242;0.6615498645143814;-0.13762798846746369;-0.06397419364905874;-0.000925518420401108;-0.03355922479452077
-241;0.1201246568062227;0.02212976323481469;1.006325110795968;0.011350185834738765;0.2453753279604981
-240;0.35011998163684666;0.20924034646025896;-0.14007756147140307;0.5531994327923764;0.1880837696288744
-239;0.33348368015885127;-0.3135874598817181;-0.019157666642141562;0.2793586682211808;-0.05216965572207562
-238;-0.6731306642324534;0.2619175376010011;0.49913191484580943;0.18398191951690795;0.09182133473310604
-237;0.21459111633015815;0.10776585230688455;-0.11999613060439188;0.3413988183030051;-0.0638809838891647
-236;0.5122117487383772;-0.054817803659267715;0.7752208007439578;0.08717135023785724;-0.3356557201927535
-235;0.6444266631633797;0.14868237223351696;0.24565497809985753;0.620173757709141;-0.3427122755062383
-234;0.1472230878867405;-0.1050213834077538;0.01312651025526267;-0.33944810974012296;-0.023823229838746008
-233;0.2923485973514858;-0.11035631324788633;0.40027005342012406;-0.21869265425165857;-0.16902046679980814
-232;-0.7169600406681945;-0.2572306756990556;0.5003474867433141;-0.23539094022424742;-0.05133747246268397
-231;1.5508603155014395;0.04263272539833181;-0.4436125566954566;0.28004889127171634;-0.11061713017478617
-230;-1.6505471417345066;-0.007366483340913085;0.9932248931170602;0.15285738216367015;-0.10478131032260517
-229;0.0455685459274883;0.17462362499507883;-0.2567892980816805;0.16127101722861703;0.16690882437192794
-228;0.364688406684984;-0.15608673984290572;0.011736572928374989;0.7235010001153768;-0.1056226256925027
-227;0.3570899867584664;0.18554171618919146;0.36315625561474596;-0.09277357427461648;0.03653898099162789
