;Energy;Industrials;Technology;Financials;Consumer Non-Cyclicals
-289;-0.6416784295543407;0.7885336716615959;0.29882565746008044;0.5591124603211345;-0.17834688423535833
-288;0.337927799070807;1.1044881489302265;-0.21376732659926728;-0.37975068072276535;0.778670120887683
-287;-0.6890773767118372;3.862179176532215;-1.1096133297981834;0.22967378350972467;0.24689838497451935
-286;0.5847778689658916;1.598622659977572;-0.531938717553329;-0.5815510268561079;1.2997754438360218
-285;-1.490721088700396;-0.1946173867921022;-0.8857711298076189;-0.3270264524367558;-0.9197907362546781
-284;0.28301815768401;0.8702175775515835;0.08332845539732944;0.1040744630641173;1.0775011465672808
-283;-1.7039777390918622;-0.9250587423024474;-1.032105295085493;1.1656918858425949;0.2276926419263403
-282;-0.6736402360386214;0.29283403949462533;0.2524682437770339;-0.7664004158726968;-0.27260003841888986
-281;-0.7049454755982149;-0.7799550439885345;-0.9736593401183443;0.6208188944345895;-0.10908617133654697
-280;-0.29478502599301587;1.4053617328684969;1.3541431564518598;-0.18894771714804864;0.6555704973767993
-279;0.34411928007306203;0.6345181092481117;-0.8086714200136662;0.5135964286798149;-0.18994900886628288
-278;-0.3693703643441753;0.50085984162095;-0.2942677220529379;-0.12587610487683834;0.01154877125970819
-277;-0.5196694980833727;-1.3913857650153287;3.3805941650356837;-0.08606249403031062;-0.16220775844078333
-276;-1.2967265620556794;-2.8289502218217164;0.4536430829019232;-1.2285818785419804;-0.42362350766322254
-275;-2.519404441885354;-1.0663658069791533;-0.8911003490097718;-0.7676190230588482;-0.9477437365786411
-274;0.18302302058630143;0.30591194607543704;-0.28212769115874636;-0.3766872833057233;0.23712072738563855
-273;-0.6514031187306495;-1.9390588127000472;0.4095517530783552;-0.3075344515957269;-0.8609718586002362
-272;0.0576781618110662;0.5192684769809294;0.40546354889544417;0.0693090252395713;-0.0522415643733519
-271;1.3349108986362141;1.0217501322306932;0.3496275745757436;1.0401417741319166;1.4958274611868725
-270;0.121248534015792;0.410392409790526;0.8046180526333891;0.0927901162748611;0.35890736690054104
-269;1.7659281147872326;0.5440834206602948;0.2834935008264883;0.8380906055528291;0.10791205845188115
-268;0.8881212609777622;1.2341866443770686;-1.1341613102860382;-0.05846688011439694;-0.15182655481015508
-267;-0.016347402014105054;0.13420927217509657;0.30856076992311643;0.1187728928869851;0.17898174005850875
-266;1.37723259431278;1.6338651061185387;2.3915267450503133;-0.03423263357497689;0.5397514696721564
-265;1.5359980503618178;2.2753278670605246;0.07468123793513579;1.0229819921228844;-0.35615353571758235
-264;-0.30979732659505504;-0.3003780356906673;-0.35465576818606653;-0.17181793601936285;0.27486775302981503
-263;1.96305998175618;-0.4579438068119698;0.6697773089044949;1.1485371308912298;-0.020842648294552357
-262;0.5064573962467874;-0.07505084181553025;1.191887635008501;0.20015116899706742;0.109200191766893
-261;1.0592962241554913;-1.1033743785932648;-1.1197408055173428;0.06316999858816562;-0.4199860488375597
-260;0.9068717649444791;0.8143139328536367;1.9848707428867078;-0.4930475856020535;0.2662808184410414
-259;1.0418852454195062;-0.12491819842405254;0.06119015244296762;-0.025700167175311168;0.07332118358589765
-258;0.41962795565428535;0.29661816546262976;0.09560758724076021;0.40064971736249255;-0.6011288239544383
-257;-1.8314136867116817;-1.9565351858720361;-16.266168349999038;-0.5394181998448074;-0.1633774891540472
-256;0.5838939150005003;1.5160818996815195;-1.3524241549689398;0.39449535196104624;0.6352543033361024
-255;-0.20524754939667247;-0.25382296812022714;-0.0688373535960373;-0.38022955073482123;-0.5503318664034118
-254;-1.7621029871064497;-3.2108094858501057;-2.0831789440352524;-1.4112326136681115;0.06105134579708599
-253;0.4821786479686642;-0.9727427403267785;0.20656599190710148;-0.4481242290390823;0.028158089318369894
-252;-1.1045514331989972;1.929772036672178;0.8802325817330916;0.5676122838388883;-0.32677049711439937
-251;0.3938221089127907;-0.18434129981571995;-0.34569525601598894;-0.27906253621666294;0.05639448744172232
-250;0.41083996015509283;0.6584074769470447;-0.27142828674466857;0.19653658167648042;0.6944573309556248
-249;-0.5016567743298884;0.7635134775238421;-0.8837802530057262;0.5832862011076271;0.33969435822092076
-248;-0.39052681994243343;-0.06325805569032383;-0.19147045909261756;-0.4131291543956147;0.41584031186332365
-247;-1.073809338482307;-1.3560742912560648;-0.5069517655348144;-0.3757717020024364;-0.2871187995880683
-246;0.9802638209044069;0.8994066586713956;-0.3029251024904089;-0.264689336778508;-0.1292180585595667
-245;0.15325832876568396;-0.3476142506254508;-0.45012265448436867;-0.27521633373465987;-0.6877308747706365
-244;0.42240257596654607;-0.21358956932008866;-0.7862207382554628;1.0280696027910627;0.3046920405423176
-243;0.45409277937094317;0.2266009892558385;-0.04101733161496347;-0.24584935478604447;0.2205164949182365
-242;0.849623182673437;1.3271443065096111;1.9707007029816122;0.11692504995527088;-0.6638878336569402
-241;0.13942724757426977;0.28397021577430825;-0.0340478889991515;-0.6420336100904883;0.39628851993705877
-240;0.6723690827306867;0.47726286748499047;0.6756309437899122;0.79785162376864;-0.4268343153976348
-239;-0.08945344932138606;-0.25985781763742805;1.4437269272900177;0.2153336529542909;0.21875565309267397
-238;-1.1870328690012326;-1.3357607437394903;-0.011815134473209048;-0.7526913063414578;-0.7137667529233165
-237;-0.012919231654298528;0.00883896585406125;1.044517637616722;0.3374932855431199;-0.026221794310525647
-236;0.17653369252096135;0.31777091738433266;-0.45619313707362685;0.1979255511795376;0.36721073032568124
-235;0.459621623258226;0.21742667875578056;0.6574083702512267;0.6416729738623632;-0.1131451898342857
-234;-0.9460014587677427;-0.5180244157679322;-0.557136976636637;0.5403948359952612;0.12879443363672788
-233;1.397303448682046;1.639693953062704;-0.09683305546645338;-0.3789723146397244;-1.3826905858195537
-232;-1.0404990069935953;-1.7669659365966652;0.2508395925589629;-0.7932281459410107;-0.601246103292268
-231;1.135646980563302;1.1463497255750819;0.07235911259374476;0.20294712829852482;-0.39931636421201466
-230;-0.5274667409021356;0.3815534508494643;-0.41523639953049196;0.2778833539587559;0.1091936693384036
-229;0.042043771635607935;1.0398749614700344;0.54358752303036;-0.03416368328133222;-0.16806807651097916
-228;0.10382032415178763;1.368092612581477;0.2315628396256964;0.33098126010125506;0.29535386012829046
-227;-0.14397006524159786;-1.2478957247931501;1.3385063628065883;0.29935465411896006;0.19184745951804708
-226;-0.05214145301096523;0.29170090171157986;1.2368570649109092;0.08843652165915179;0.5925165800725374
-225;0.7403562161035506;-0.7327583462166972;-0.3574046118331262;0.5676857046591223;0.25595919866942285
-224;0.39970117486791806;-1.092093614891058;0.5639288093046402;-0.44355095685438695;-0.028016700919656846
-223;-1.6660310679337351;-0.49246887081895196;0.11752939413376559;0.3146470658732676;0.7310898985829416
-222;-0.5168671293440675;-0.4317696562043941;-0.6587294972329312;0.7144821447122164;0.30099942753224895
-221;0.046974950800328936;0.16709912615423636;-1.1124120272828493;0.31280078631343383;-0.9679589105228625
-220;0.4849776580372986;0.7933952139272599;0.09360471682658326;-0.49863684997942;-2.1659258875236853
-219;0.046659686506522115;-0.11561815352222131;-0.8132254277187619;-0.08979386895876525;0.3314364461256644
-218;0.6144403708885356;0.7505963223172474;0.23780829204836187;0.3003621399004083;-0.5319260766002719
-217;0.05201469292889242;-0.7850805772597311;0.25712259535728205;0.19755066485279535;-1.1980535542750792
-216;-1.241221107562977;0.5473474059393897;-0.6230413060135402;-1.1478988641841876;0.057622532705952745
-215;-0.3476252797687459;0.23115133600682053;-0.16942619521770697;-0.2516609784662148;0.14792157835297454
